Count,Modem,Time
535,d3ad0001,8193185
536,d3ad0001,8208477
537,d3ad0001,8223770
538,d3ad0001,8239062
539,d3ad0001,8254354
540,d3ad0001,8269647
541,d3ad0001,8284940
542,d3ad0001,8300231
543,d3ad0001,8315523
544,d3ad0001,8330815
545,d3ad0001,8346107
546,d3ad0001,8361402
547,d3ad0001,8376698
548,d3ad0001,8391992
549,d3ad0001,8407285
550,d3ad0001,8422579
551,d3ad0001,8437876
552,d3ad0001,8453168
553,d3ad0001,8468463
554,d3ad0001,8483754
555,d3ad0001,8499049
556,d3ad0001,8514341
557,d3ad0001,8529634
558,d3ad0001,8544927
559,d3ad0001,8560223
560,d3ad0001,8575516
561,d3ad0001,8590813
562,d3ad0001,8606105
563,d3ad0001,8621398
564,d3ad0001,8636690
565,d3ad0001,8651983
566,d3ad0001,8667276
567,d3ad0001,8682568
568,d3ad0001,8697860
569,d3ad0001,8713153
570,d3ad0001,8728444
571,d3ad0001,8743737
572,d3ad0001,8759029
573,d3ad0001,8774322
574,d3ad0001,8789613
575,d3ad0001,8804910
576,d3ad0001,8820210
577,d3ad0001,8835505
578,d3ad0001,8850796
579,d3ad0001,8866089
580,d3ad0001,8881380
581,d3ad0001,8896673
582,d3ad0001,8911972
583,d3ad0001,8927272
584,d3ad0001,8942567
585,d3ad0001,8957862
586,d3ad0001,8973157
587,d3ad0001,8988450
588,d3ad0001,9003742
589,d3ad0001,9019034
590,d3ad0001,9034330
591,d3ad0001,9049623
592,d3ad0001,9064919
593,d3ad0001,9080214
594,d3ad0001,9095509
595,d3ad0001,9110804
596,d3ad0001,9126099
597,d3ad0001,9141391
598,d3ad0001,9156687
599,d3ad0001,9171983
600,d3ad0001,9187279
601,d3ad0001,9202574
602,d3ad0001,9217864
603,d3ad0001,9233159
604,d3ad0001,9248450
605,d3ad0001,9263745
606,d3ad0001,9279040
607,d3ad0001,9294335
608,d3ad0001,9309631
609,d3ad0001,9324926
610,d3ad0001,9340223
611,d3ad0001,9355516
612,d3ad0001,9370807
613,d3ad0001,9386100
614,d3ad0001,9401393
615,d3ad0001,9416689
616,d3ad0001,9431984
617,d3ad0001,9447279
618,d3ad0001,9462572
619,d3ad0001,9477870
620,d3ad0001,9493165
621,d3ad0001,9508458
622,d3ad0001,9523749
623,d3ad0001,9539042
624,d3ad0001,9554333
625,d3ad0001,9569629
626,d3ad0001,9584921
627,d3ad0001,9600214
628,d3ad0001,9615506
629,d3ad0001,9630801
630,d3ad0001,9646093
631,d3ad0001,9661386
632,d3ad0001,9676678
633,d3ad0001,9691971
634,d3ad0001,9707264
635,d3ad0001,9722557
636,d3ad0001,9737849
637,d3ad0001,9753142
638,d3ad0001,9768433
639,d3ad0001,9783728
640,d3ad0001,9799024
641,d3ad0001,9814316
642,d3ad0001,9829609
643,d3ad0001,9844901
644,d3ad0001,9860196
645,d3ad0001,9875488
646,d3ad0001,9890783
647,d3ad0001,9906075
648,d3ad0001,9921370
649,d3ad0001,9936662
650,d3ad0001,9951952
651,d3ad0001,9967248
652,d3ad0001,9982541
653,d3ad0001,9997837
654,d3ad0001,10013133
655,d3ad0001,10028427
656,d3ad0001,10043719
657,d3ad0001,10059013
658,d3ad0001,10074308
659,d3ad0001,10089605
660,d3ad0001,10104905
661,d3ad0001,10120201
662,d3ad0001,10135496
663,d3ad0001,10150792
664,d3ad0001,10166086
665,d3ad0001,10181381
666,d3ad0001,10196675
667,d3ad0001,10211971
668,d3ad0001,10227265
669,d3ad0001,10242561
670,d3ad0001,10257858
671,d3ad0001,10273152
672,d3ad0001,10288448
673,d3ad0001,10303743
674,d3ad0001,10319035
675,d3ad0001,10334330
676,d3ad0001,10349629
677,d3ad0001,10364925
678,d3ad0001,10380220
679,d3ad0001,10395514
680,d3ad0001,10410806
681,d3ad0001,10426099
682,d3ad0001,10441395
683,d3ad0001,10456691
684,d3ad0001,10471987
685,d3ad0001,10487287
686,d3ad0001,10502582
687,d3ad0001,10517879
688,d3ad0001,10533170
689,d3ad0001,10548462
690,d3ad0001,10563757
691,d3ad0001,10579054
692,d3ad0001,10594346
693,d3ad0001,10609643
694,d3ad0001,10624939
695,d3ad0001,10640236
696,d3ad0001,10655530
697,d3ad0001,10670826
698,d3ad0001,10686119
699,d3ad0001,10701415
700,d3ad0001,10716710
701,d3ad0001,10732007
702,d3ad0001,10747299
703,d3ad0001,10762591
704,d3ad0001,10777888
705,d3ad0001,10793181
706,d3ad0001,10808477
707,d3ad0001,10823773
708,d3ad0001,10839065
709,d3ad0001,10854358
710,d3ad0001,10869657
711,d3ad0001,10884953
712,d3ad0001,10900248
713,d3ad0001,10915544
714,d3ad0001,10930839
715,d3ad0001,10946135
716,d3ad0001,10961428
717,d3ad0001,10976722
718,d3ad0001,10992015
719,d3ad0001,11007309
720,d3ad0001,11022600
721,d3ad0001,11037897
722,d3ad0001,11053190
723,d3ad0001,11068486
724,d3ad0001,11083782
725,d3ad0001,11099077
726,d3ad0001,11114371
727,d3ad0001,11129667
728,d3ad0001,11144964
729,d3ad0001,11160261
730,d3ad0001,11175554
731,d3ad0001,11190847
732,d3ad0001,11206143
733,d3ad0001,11221443
734,d3ad0001,11236743
735,d3ad0001,11252039
736,d3ad0001,11267331
737,d3ad0001,11282627
738,d3ad0001,11297923
739,d3ad0001,11313220
740,d3ad0001,11328513
741,d3ad0001,11343810
742,d3ad0001,11359104
743,d3ad0001,11374400
744,d3ad0001,11389696
745,d3ad0001,11404995
746,d3ad0001,11420291
747,d3ad0001,11435587
748,d3ad0001,11450880
749,d3ad0001,11466176
750,d3ad0001,11481472
751,d3ad0001,11496768
752,d3ad0001,11512061
753,d3ad0001,11527357
754,d3ad0001,11542654
755,d3ad0001,11557948
756,d3ad0001,11573242
757,d3ad0001,11588538
758,d3ad0001,11603834
759,d3ad0001,11619128
760,d3ad0001,11634420
761,d3ad0001,11649715
762,d3ad0001,11665011
763,d3ad0001,11680304
764,d3ad0001,11695595
765,d3ad0001,11710889
766,d3ad0001,11726186
767,d3ad0001,11741482
768,d3ad0001,11756776
769,d3ad0001,11772071
770,d3ad0001,11787364
771,d3ad0001,11802661
772,d3ad0001,11817954
773,d3ad0001,11833248
774,d3ad0001,11848543
775,d3ad0001,11863839
776,d3ad0001,11879135
777,d3ad0001,11894431
778,d3ad0001,11909724
779,d3ad0001,11925019
780,d3ad0001,11940314
781,d3ad0001,11955612
782,d3ad0001,11970906
783,d3ad0001,11986203
784,d3ad0001,12001496
785,d3ad0001,12016790
786,d3ad0001,12032087
787,d3ad0001,12047380
788,d3ad0001,12062678
789,d3ad0001,12077975
790,d3ad0001,12093267
791,d3ad0001,12108563
792,d3ad0001,12123857
793,d3ad0001,12139154
794,d3ad0001,12154454
795,d3ad0001,12169748
796,d3ad0001,12185040
797,d3ad0001,12200335
798,d3ad0001,12215628
799,d3ad0001,12230924
800,d3ad0001,12246215
801,d3ad0001,12261509
802,d3ad0001,12276806
803,d3ad0001,12292100
804,d3ad0001,12307394
805,d3ad0001,12322690
806,d3ad0001,12337985
807,d3ad0001,12353279
808,d3ad0001,12368578
809,d3ad0001,12383878
810,d3ad0001,12399171
811,d3ad0001,12414469
812,d3ad0001,12429762
813,d3ad0001,12445059
814,d3ad0001,12460352
815,d3ad0001,12475650
816,d3ad0001,12490944
817,d3ad0001,12506239
818,d3ad0001,12521535
819,d3ad0001,12536829
820,d3ad0001,12552126
821,d3ad0001,12567419
822,d3ad0001,12582713
823,d3ad0001,12598006
824,d3ad0001,12613307
825,d3ad0001,12628603
826,d3ad0001,12643898
827,d3ad0001,12659195
828,d3ad0001,12674491
829,d3ad0001,12689786
830,d3ad0001,12705078
831,d3ad0001,12720375
832,d3ad0001,12735671
833,d3ad0001,12750972
834,d3ad0001,12766268
835,d3ad0001,12781563
836,d3ad0001,12796861
837,d3ad0001,12812156
838,d3ad0001,12827450
839,d3ad0001,12842743
840,d3ad0001,12858037
841,d3ad0001,12873333
842,d3ad0001,12888627
843,d3ad0001,12903920
844,d3ad0001,12919213
845,d3ad0001,12934509
846,d3ad0001,12949803
847,d3ad0001,12965097
848,d3ad0001,12980389
849,d3ad0001,12995686
850,d3ad0001,13010979
851,d3ad0001,13026275
852,d3ad0001,13041571
853,d3ad0001,13056867
854,d3ad0001,13072160
855,d3ad0001,13087453
856,d3ad0001,13102747
857,d3ad0001,13118043
858,d3ad0001,13133339
859,d3ad0001,13148636
860,d3ad0001,13163932
861,d3ad0001,13179226
862,d3ad0001,13194519
863,d3ad0001,13209815
864,d3ad0001,13225109
865,d3ad0001,13240403
866,d3ad0001,13255695
867,d3ad0001,13270995
868,d3ad0001,13286286
869,d3ad0001,13301583
